filename,type
two_col_22062,h_bar
two_col_63760,v_bar
two_col_60078,h_bar
two_col_2687,v_bar
two_col_4952,v_bar
multi_col_21146,v_bar
multi_col_100624,v_bar
multi_col_60363,v_bar
two_col_82658,h_bar
two_col_83301,h_bar
two_col_42383,v_bar
two_col_21650,h_bar
two_col_1129,h_bar
3962,pie
4483,h_bar
two_col_61157,v_bar
two_col_102386,v_bar
two_col_82765,h_bar
multi_col_40924,v_bar
two_col_260,h_bar
two_col_22125,h_bar
two_col_62632,v_bar
two_col_63374,line
two_col_43165,pie
7963,line
two_col_60365,v_bar
two_col_5054,line
multi_col_108,line
two_col_104074,v_bar
multi_col_40055,v_bar
two_col_81293,pie
two_col_103984,v_bar
two_col_23101,v_bar
two_col_20189,h_bar
multi_col_100405,v_bar
two_col_103582,v_bar
two_col_23722,v_bar
two_col_40534,h_bar
two_col_43649,v_bar
multi_col_752,v_bar
multi_col_60624,h_bar
two_col_63539,v_bar
two_col_20631,v_bar
8174,pie
two_col_103640,h_bar
two_col_5099,v_bar
multi_col_100254,v_bar
two_col_20904,v_bar
two_col_60106,v_bar
multi_col_40213,v_bar
multi_col_20909,v_bar
two_col_2761,v_bar
two_col_102483,line
two_col_23404,v_bar
two_col_103727,v_bar
8572,line
multi_col_80040,v_bar
two_col_100112,v_bar
two_col_100055,v_bar
two_col_5852,v_bar
two_col_82619,line
multi_col_100744,h_bar
two_col_1781,h_bar
two_col_63267,v_bar
two_col_83182,h_bar
two_col_60397,v_bar
two_col_354,h_bar
1696,line
two_col_42931,v_bar
two_col_62810,pie
two_col_101300,h_bar
multi_col_20453,v_bar
two_col_40329,v_bar
two_col_100409,line
two_col_203,h_bar
two_col_82160,v_bar
two_col_100157,v_bar
multi_col_80884,v_bar
two_col_83285,v_bar
two_col_103723,v_bar
multi_col_1519,v_bar
two_col_21894,h_bar
two_col_101521,v_bar
two_col_23916,v_bar
two_col_22309,h_bar
two_col_22521,v_bar
multi_col_80408,v_bar
multi_col_101093,v_bar
multi_col_1047,v_bar
two_col_1345,h_bar
two_col_41189,h_bar
two_col_22299,h_bar
1880,line
two_col_100799,v_bar
two_col_42302,v_bar
two_col_41558,h_bar
two_col_100202,v_bar
multi_col_20652,h_bar
two_col_43145,line
two_col_1422,line
two_col_80830,v_bar
two_col_103093,v_bar
multi_col_40678,v_bar
two_col_61989,v_bar
two_col_82710,h_bar
two_col_80409,h_bar
two_col_103153,v_bar
two_col_83230,v_bar
two_col_241,h_bar
OECD_ELDERLY_POPULATION_CAN_G20_ISR_SVN_000005,v_bar
two_col_4998,line
two_col_101939,line
multi_col_80869,v_bar
two_col_4769,line
two_col_4060,line
two_col_60288,v_bar
two_col_5120,v_bar
two_col_63527,h_bar
two_col_1927,v_bar
two_col_43836,line
two_col_3624,h_bar
87461231020683,line
10834,h_bar
two_col_20430,line
two_col_103447,v_bar
two_col_60906,h_bar
two_col_1757,v_bar
two_col_20406,line
two_col_102951,v_bar
two_col_103523,h_bar
two_col_21665,h_bar
two_col_4401,pie
two_col_3069,v_bar
two_col_61252,v_bar
two_col_100704,h_bar
two_col_82121,v_bar
two_col_3388,v_bar
two_col_103352,v_bar
two_col_42865,h_bar
78446181005177,h_bar
two_col_709,h_bar
two_col_81526,h_bar
two_col_104339,h_bar
multi_col_80865,v_bar
19371621021871,line
two_col_80865,v_bar
two_col_1170,h_bar
two_col_40778,h_bar
two_col_82558,line
two_col_101074,v_bar
10595,h_bar
two_col_22866,h_bar
two_col_43956,h_bar
two_col_3885,v_bar
two_col_3244,line
two_col_41101,v_bar
two_col_101248,v_bar
multi_col_432,h_bar
two_col_42431,v_bar
two_col_60104,v_bar
two_col_40207,line
two_col_102502,v_bar
two_col_80737,h_bar
7724,h_bar
two_col_81194,h_bar
multi_col_1105,v_bar
multi_col_1530,line
two_col_42339,v_bar
two_col_4039,line
3613,h_bar
two_col_6171,h_bar
two_col_2856,line
two_col_20337,v_bar
two_col_21974,h_bar
two_col_104877,v_bar
multi_col_20124,h_bar
two_col_4080,v_bar
two_col_23738,v_bar
two_col_104266,h_bar
multi_col_40147,v_bar
two_col_42478,v_bar
two_col_328,line
two_col_40056,v_bar
multi_col_40488,v_bar
two_col_5795,h_bar
multi_col_20442,h_bar
two_col_42571,v_bar
two_col_2268,h_bar
two_col_21147,v_bar
two_col_41685,line
two_col_103558,v_bar
two_col_40773,h_bar
multi_col_751,h_bar
1433,h_bar
two_col_43420,h_bar
multi_col_316,v_bar
two_col_601,v_bar
two_col_3319,v_bar
two_col_6402,v_bar
two_col_81469,h_bar
two_col_101504,v_bar
two_col_103441,h_bar
two_col_63155,v_bar
two_col_83315,v_bar
two_col_43372,v_bar
two_col_81133,h_bar
two_col_44007,v_bar
two_col_102876,v_bar
two_col_61473,h_bar
two_col_102169,h_bar
two_col_42313,v_bar
two_col_5886,h_bar
two_col_42420,h_bar
two_col_22776,v_bar
two_col_63643,v_bar
two_col_42993,h_bar
7713,h_bar
two_col_102199,v_bar
two_col_61670,v_bar
two_col_5389,v_bar
two_col_83356,v_bar
two_col_4743,v_bar
two_col_42575,v_bar
two_col_82546,v_bar
two_col_102635,line
two_col_102531,v_bar
two_col_62215,v_bar
two_col_81464,v_bar
two_col_43466,v_bar
two_col_43018,v_bar
two_col_81205,v_bar
two_col_60153,v_bar
two_col_100972,h_bar
two_col_21602,v_bar
multi_col_32,line
two_col_104744,v_bar
two_col_101674,v_bar
two_col_1782,line
two_col_60501,v_bar
multi_col_123,v_bar
two_col_60663,line
multi_col_60978,v_bar
two_col_3498,v_bar
two_col_42036,h_bar
8031,h_bar
58052492002809,line
two_col_83223,h_bar
two_col_101387,v_bar
two_col_1940,h_bar
00268016000832,line
two_col_60946,v_bar
two_col_81991,h_bar
multi_col_80692,line
multi_col_100029,v_bar
two_col_42167,v_bar
two_col_259,v_bar
multi_col_1131,v_bar
two_col_3128,v_bar
two_col_63665,v_bar
two_col_63448,pie
two_col_21999,v_bar
two_col_22580,h_bar
two_col_991,v_bar
two_col_2020,h_bar
two_col_6289,v_bar
two_col_23592,v_bar
two_col_3091,v_bar
two_col_81578,h_bar
two_col_101239,h_bar
two_col_43429,v_bar
multi_col_1363,v_bar
two_col_20549,v_bar
two_col_104649,h_bar
12194,pie
two_col_6256,v_bar
two_col_4601,v_bar
two_col_104142,v_bar
two_col_83540,line
two_col_104494,line
two_col_41985,h_bar
multi_col_40152,v_bar
two_col_103587,v_bar
multi_col_100702,v_bar
two_col_62826,v_bar
multi_col_100841,h_bar
multi_col_670,line
two_col_61081,v_bar
two_col_20556,v_bar
two_col_24077,v_bar
two_col_81277,v_bar
multi_col_936,v_bar
two_col_4965,v_bar
886,h_bar
two_col_61230,h_bar
two_col_104068,v_bar
two_col_60736,v_bar
21751717005969,h_bar
two_col_81837,v_bar
two_col_20789,v_bar
two_col_4625,v_bar
two_col_5647,h_bar
two_col_40755,h_bar
two_col_5405,v_bar
two_col_102246,v_bar
two_col_43545,line
two_col_20279,v_bar
22081073006996,h_bar
multi_col_100965,v_bar
two_col_101002,v_bar
two_col_60923,v_bar
multi_col_21106,v_bar
two_col_4481,v_bar
8986,h_bar
two_col_41482,v_bar
two_col_80686,v_bar
two_col_24654,h_bar
two_col_2393,h_bar
two_col_6350,v_bar
two_col_41103,h_bar
two_col_976,v_bar
two_col_4187,h_bar
two_col_6003,v_bar
two_col_23872,v_bar
8040,h_bar
two_col_40394,v_bar
two_col_43663,v_bar
two_col_348,line
two_col_102234,v_bar
two_col_104255,v_bar
two_col_806,h_bar
14907,pie
7726,h_bar
two_col_42561,v_bar
multi_col_20378,v_bar
two_col_62977,v_bar
two_col_101146,v_bar
two_col_60061,h_bar
OECD_NURSES_BRA_JPN_RUS_000006,v_bar
two_col_61297,v_bar
two_col_23822,h_bar
multi_col_80844,v_bar
multi_col_1078,v_bar
two_col_24215,h_bar
two_col_43195,v_bar
two_col_6202,v_bar
two_col_82931,v_bar
two_col_20336,v_bar
multi_col_21014,v_bar
two_col_100245,v_bar
two_col_82711,line
two_col_40146,h_bar
multi_col_667,v_bar
two_col_41458,v_bar
multi_col_100055,v_bar
27867178011897,h_bar
two_col_62750,h_bar
multi_col_80650,v_bar
two_col_1082,h_bar
two_col_82928,v_bar
10441,pie
two_col_60602,h_bar
two_col_82828,v_bar
two_col_20329,h_bar
two_col_60886,v_bar
two_col_103136,h_bar
two_col_81822,h_bar
12498,line
two_col_60821,v_bar
two_col_104388,line
two_col_23237,v_bar
multi_col_40620,h_bar
two_col_3573,line
3768,h_bar
64076600006898,h_bar
two_col_61617,h_bar
two_col_103254,h_bar
two_col_80084,pie
two_col_22424,v_bar
two_col_3322,h_bar
13957249000673,h_bar
two_col_40953,v_bar
two_col_1909,line
two_col_3495,h_bar
two_col_80225,v_bar
multi_col_60709,v_bar
two_col_62567,h_bar
two_col_23295,v_bar
two_col_22987,v_bar
two_col_40290,line
multi_col_41008,v_bar
two_col_61236,v_bar
two_col_4721,v_bar
two_col_2122,line
two_col_3450,h_bar
multi_col_80065,v_bar
two_col_40853,line
multi_col_20230,v_bar
two_col_20435,h_bar
two_col_22015,v_bar
two_col_81644,v_bar
multi_col_888,v_bar
two_col_81027,pie
multi_col_60488,v_bar
two_col_61504,v_bar
multi_col_40355,v_bar
two_col_23203,v_bar
two_col_21260,h_bar
multi_col_902,line
two_col_104654,h_bar
two_col_61003,h_bar
two_col_40593,v_bar
two_col_61337,h_bar
two_col_83023,h_bar
multi_col_60346,line
two_col_42958,v_bar
two_col_63617,v_bar
two_col_60443,v_bar
two_col_20924,h_bar
two_col_22756,v_bar
two_col_80256,v_bar
two_col_41126,h_bar
7543,h_bar
two_col_23695,v_bar
multi_col_40815,h_bar
43373532010085,h_bar
multi_col_20597,v_bar
two_col_80819,v_bar
two_col_100404,h_bar
two_col_60304,v_bar
two_col_62230,h_bar
two_col_4147,v_bar
two_col_40623,v_bar
24837839005697,h_bar
two_col_24533,h_bar
two_col_60029,v_bar
two_col_43282,h_bar
two_col_62088,h_bar
two_col_100547,v_bar
two_col_82081,h_bar
two_col_63706,v_bar
two_col_2596,h_bar
multi_col_100379,line
16077211005237,h_bar
two_col_102380,v_bar
two_col_83556,v_bar
two_col_979,h_bar
two_col_5809,v_bar
two_col_63792,h_bar
two_col_580,h_bar
two_col_21196,v_bar
two_col_104684,v_bar
two_col_41036,v_bar
two_col_60626,v_bar
two_col_104231,v_bar
multi_col_80309,h_bar
1181,h_bar
10119,h_bar
two_col_23206,h_bar
two_col_102082,v_bar
two_col_102444,line
two_col_81031,v_bar
two_col_41084,v_bar
two_col_80773,h_bar
two_col_80734,v_bar
two_col_80397,v_bar
two_col_102322,v_bar
two_col_40638,v_bar
797,h_bar
two_col_42337,h_bar
two_col_5017,h_bar
two_col_82266,line
two_col_80178,h_bar
two_col_2197,line
multi_col_100142,line
two_col_5386,pie
two_col_100164,v_bar
two_col_60643,v_bar
multi_col_387,v_bar
two_col_5773,v_bar
two_col_80166,v_bar
multi_col_100804,v_bar
two_col_82233,h_bar
multi_col_40647,v_bar
two_col_1604,h_bar
two_col_44006,h_bar
two_col_43468,v_bar
two_col_5540,line
74596034005169,line
6073,line
multi_col_100926,v_bar
two_col_80731,v_bar
two_col_82860,v_bar
two_col_81132,v_bar
multi_col_60314,v_bar
two_col_61584,h_bar
two_col_100480,v_bar
multi_col_100160,v_bar
two_col_103404,v_bar
two_col_63599,h_bar
two_col_2986,v_bar
two_col_41387,h_bar
two_col_21707,h_bar
two_col_62594,v_bar
two_col_42239,v_bar
two_col_24337,v_bar
two_col_40881,v_bar
multi_col_80396,v_bar
two_col_40994,v_bar
two_col_40986,line
two_col_41494,line
two_col_23953,v_bar
two_col_60283,v_bar
two_col_4583,h_bar
multi_col_20977,v_bar
two_col_257,v_bar
two_col_23069,v_bar
two_col_80106,v_bar
two_col_103120,v_bar
two_col_23110,v_bar
two_col_60112,v_bar
two_col_1800,h_bar
two_col_21554,line
two_col_20176,h_bar
two_col_24006,h_bar
two_col_62886,h_bar
two_col_20458,h_bar
multi_col_20662,v_bar
two_col_2294,line
two_col_1696,h_bar
multi_col_59,v_bar
12504,line
two_col_6309,v_bar
two_col_22335,v_bar
multi_col_80184,v_bar
multi_col_80757,line
multi_col_883,h_bar
two_col_22970,v_bar
two_col_42490,line
two_col_103730,v_bar
multi_col_1412,v_bar
two_col_41054,v_bar
two_col_60966,v_bar
two_col_20599,h_bar
two_col_102683,v_bar
two_col_83418,v_bar
two_col_41653,h_bar
two_col_63140,v_bar
two_col_62184,h_bar
two_col_902,v_bar
9181,h_bar
multi_col_80269,h_bar
two_col_40520,h_bar
multi_col_20773,h_bar
two_col_43481,h_bar
multi_col_100461,v_bar
99686349003275,line
two_col_269,h_bar
two_col_5750,v_bar
two_col_60819,h_bar
two_col_40318,v_bar
two_col_22401,v_bar
70184491017961,line
two_col_41650,v_bar
two_col_60194,v_bar
multi_col_80192,v_bar
two_col_100475,v_bar
two_col_63106,v_bar
two_col_80571,h_bar
two_col_2211,h_bar
two_col_6236,v_bar
two_col_103735,h_bar
two_col_80760,v_bar
two_col_82847,pie
two_col_101322,v_bar
multi_col_40282,v_bar
multi_col_40481,h_bar
two_col_60383,v_bar
two_col_62627,v_bar
two_col_1250,v_bar
two_col_3698,v_bar
two_col_61019,v_bar
two_col_20197,v_bar
multi_col_291,v_bar
two_col_23408,h_bar
two_col_6329,line
multi_col_80956,line
two_col_21471,pie
43709187005017,h_bar
two_col_61786,h_bar
7488,h_bar
08501617009905,line
two_col_83477,v_bar
two_col_2493,h_bar
two_col_40723,v_bar
OECD_INFLATION_FORECAST_BRA_DEU_ISL_LTU_MEX_000028,v_bar
two_col_61991,v_bar
two_col_104391,v_bar
multi_col_40468,h_bar
two_col_60749,h_bar
multi_col_40746,h_bar
two_col_102826,v_bar
multi_col_60208,v_bar
two_col_20891,h_bar
two_col_42954,v_bar
two_col_101386,v_bar
two_col_24414,v_bar
two_col_41051,v_bar
two_col_102555,line
two_col_3654,h_bar
two_col_21989,v_bar
two_col_284,v_bar
two_col_104575,v_bar
two_col_62206,v_bar
two_col_100141,v_bar
two_col_5855,v_bar
two_col_41969,v_bar
two_col_2790,h_bar
two_col_81377,v_bar
multi_col_1402,v_bar
two_col_61277,line
two_col_3926,v_bar
two_col_61475,v_bar
two_col_104219,v_bar
two_col_43908,v_bar
11775,pie
two_col_1431,h_bar
multi_col_629,v_bar
two_col_61753,h_bar
two_col_102057,h_bar
24098382002241,h_bar
multi_col_60473,v_bar
two_col_41799,v_bar
3258,h_bar
6652,h_bar
two_col_20703,v_bar
two_col_40157,v_bar
two_col_24507,v_bar
two_col_22526,line
two_col_80180,v_bar
two_col_60830,line
two_col_101415,v_bar
2148,h_bar
two_col_41382,h_bar
two_col_5716,v_bar
two_col_103954,v_bar
two_col_2929,h_bar
two_col_100698,h_bar
two_col_83560,v_bar
multi_col_1407,v_bar
multi_col_60342,h_bar
two_col_3097,h_bar
two_col_21742,h_bar
two_col_82796,v_bar
multi_col_60769,v_bar
multi_col_40141,v_bar
two_col_63109,h_bar
two_col_2416,h_bar
two_col_61701,v_bar
two_col_42744,h_bar
two_col_82770,v_bar
two_col_6404,h_bar
multi_col_20655,v_bar
two_col_62635,v_bar
two_col_22581,h_bar
multi_col_80366,line
two_col_2354,h_bar
multi_col_60646,line
two_col_43335,v_bar
two_col_81144,h_bar
two_col_249,h_bar
two_col_60959,h_bar
04769019006554,line
multi_col_20307,v_bar
20913980021562,line
two_col_24133,h_bar
two_col_24511,h_bar
two_col_40748,line
two_col_23045,line
two_col_103367,v_bar
two_col_20220,v_bar
multi_col_20903,line
two_col_104424,v_bar
two_col_1658,line
OECD_CENTRAL_GOVERNMENT_SPENDING_ESP_SWE_000011,v_bar
multi_col_20430,v_bar
two_col_100252,v_bar
multi_col_317,v_bar
1971,line
47590222000243,line
two_col_21338,line
multi_col_984,line
two_col_1641,h_bar
two_col_21106,v_bar
two_col_63770,v_bar
two_col_83120,h_bar
two_col_82449,v_bar
two_col_3422,v_bar
two_col_100592,h_bar
two_col_101522,v_bar
two_col_41937,h_bar
two_col_3278,h_bar
two_col_23871,pie
two_col_22618,v_bar
two_col_3824,h_bar
two_col_3803,line
two_col_21780,h_bar
two_col_100466,v_bar
two_col_4963,v_bar
multi_col_969,v_bar
two_col_42879,h_bar
two_col_1597,v_bar
two_col_83544,h_bar
two_col_21389,h_bar
two_col_23195,h_bar
two_col_5853,v_bar
two_col_80174,v_bar
multi_col_60547,v_bar
two_col_23241,v_bar
two_col_103301,line
18691760017135,h_bar
two_col_102303,h_bar
two_col_103057,h_bar
two_col_101840,v_bar
two_col_80875,v_bar
two_col_42210,v_bar
two_col_20822,v_bar
two_col_82686,v_bar
two_col_12,v_bar
two_col_103247,h_bar
two_col_3976,h_bar
two_col_24644,v_bar
multi_col_20283,v_bar
two_col_3616,v_bar
92499440004363,h_bar
two_col_63498,v_bar
7249,h_bar
two_col_22603,line
OECD_STUDENTS_PER_TEACHING_STAFF_DEU_ESP_NOR_000002,v_bar
multi_col_60183,v_bar
two_col_43741,v_bar
multi_col_347,v_bar
multi_col_80738,v_bar
two_col_82254,v_bar
two_col_103691,v_bar
50283947021338,h_bar
two_col_3260,v_bar
two_col_21452,v_bar
two_col_20260,v_bar
two_col_60155,v_bar
two_col_23384,v_bar
two_col_22763,v_bar
two_col_102530,h_bar
multi_col_80946,h_bar
two_col_41249,v_bar
two_col_80862,h_bar
two_col_21886,v_bar
two_col_83038,v_bar
two_col_2195,h_bar
multi_col_100407,v_bar
two_col_100265,h_bar
two_col_40577,v_bar
two_col_20441,v_bar
two_col_80918,v_bar
two_col_2622,line
two_col_20120,v_bar
two_col_62875,v_bar
two_col_42812,line
two_col_2531,h_bar
two_col_63310,line
two_col_24143,v_bar
two_col_42188,v_bar
two_col_530,h_bar
two_col_22656,v_bar
two_col_62238,h_bar
two_col_23784,v_bar
multi_col_20405,v_bar
35703151005832,line
two_col_43366,v_bar
4201,h_bar
multi_col_100857,v_bar
multi_col_20728,v_bar
265,h_bar
two_col_63211,h_bar
multi_col_100164,line
two_col_5561,line
two_col_103576,v_bar
two_col_20387,v_bar
42351550020333,h_bar
9255,h_bar
two_col_102113,h_bar
two_col_62986,line
two_col_62370,h_bar
two_col_633,v_bar
multi_col_60083,h_bar
two_col_21923,pie
multi_col_100258,v_bar
two_col_63307,v_bar
two_col_3207,line
9595,line
two_col_40133,v_bar
two_col_104476,line
two_col_21901,v_bar
two_col_60126,h_bar
two_col_24021,h_bar
two_col_101344,line
two_col_22233,v_bar
two_col_100069,h_bar
two_col_40955,v_bar
two_col_102140,v_bar
two_col_600,v_bar
two_col_21405,v_bar
two_col_21186,v_bar
two_col_63470,v_bar
two_col_80828,h_bar
two_col_102643,v_bar
08364098003738,line
multi_col_100393,v_bar
two_col_41614,v_bar
multi_col_100915,v_bar
two_col_62398,v_bar
multi_col_100990,v_bar
two_col_3095,line
multi_col_80805,v_bar
two_col_43560,v_bar
two_col_23879,v_bar
multi_col_100181,v_bar
two_col_42312,v_bar
895,h_bar
two_col_22933,v_bar
two_col_42547,v_bar
two_col_2597,v_bar
multi_col_1293,v_bar
two_col_24391,v_bar
577,h_bar
two_col_100805,v_bar
two_col_22908,v_bar
two_col_3841,v_bar
two_col_24096,h_bar
5161,h_bar
two_col_100419,v_bar
two_col_1487,line
two_col_41666,h_bar
two_col_61871,h_bar
two_col_5388,v_bar
two_col_62350,v_bar
two_col_21322,v_bar
two_col_20634,h_bar
two_col_104338,h_bar
two_col_103226,h_bar
multi_col_80552,v_bar
two_col_22731,v_bar
two_col_23183,line
two_col_60728,v_bar
two_col_20770,h_bar
multi_col_100682,h_bar
two_col_100775,v_bar
two_col_102184,v_bar
two_col_43202,line
multi_col_100046,line
two_col_4107,v_bar
OECD_PENSION_SPENDING_CRI_DEU_EGY_000004,v_bar
two_col_41038,v_bar
12217,line
two_col_42326,line
two_col_61607,h_bar
multi_col_100910,line
two_col_81509,line
multi_col_20207,h_bar
two_col_23393,v_bar
two_col_2260,v_bar
two_col_4612,v_bar
two_col_4574,line
two_col_40315,h_bar
two_col_4645,v_bar
two_col_42970,v_bar
two_col_102971,v_bar
8314,h_bar
17029,pie
two_col_21539,v_bar
two_col_103898,v_bar
two_col_487,h_bar
two_col_101225,h_bar
two_col_62516,h_bar
two_col_23922,line
two_col_80001,line
two_col_1165,h_bar
two_col_103222,h_bar
8434,h_bar
two_col_43876,v_bar
two_col_3136,v_bar
two_col_80781,v_bar
two_col_998,h_bar
two_col_80485,v_bar
two_col_102200,line
two_col_80305,h_bar
two_col_254,v_bar
11714,pie
two_col_2187,h_bar
two_col_63111,v_bar
two_col_4955,h_bar
two_col_81738,v_bar
two_col_103517,v_bar
two_col_21189,v_bar
43253750005658,h_bar
two_col_80442,line
two_col_20127,h_bar
two_col_40278,h_bar
multi_col_285,line
two_col_83425,h_bar
9345,h_bar
two_col_102605,v_bar
two_col_23210,h_bar
two_col_22963,v_bar
two_col_22266,v_bar
multi_col_80027,v_bar
two_col_83121,v_bar
two_col_21740,v_bar
multi_col_20476,v_bar
two_col_23391,v_bar
two_col_3440,h_bar
two_col_207,h_bar
two_col_22984,v_bar
two_col_63775,h_bar
two_col_102332,v_bar
9647,h_bar
two_col_23626,v_bar
two_col_2308,v_bar
two_col_83164,v_bar
two_col_5000,v_bar
multi_col_60906,h_bar
two_col_101167,h_bar
two_col_83378,v_bar
two_col_101356,v_bar
two_col_104078,v_bar
two_col_63551,v_bar
two_col_82077,h_bar
two_col_1973,h_bar
two_col_20806,h_bar
two_col_61047,v_bar
two_col_62616,v_bar
two_col_21069,v_bar
3963,h_bar
two_col_62070,v_bar
multi_col_100796,v_bar
two_col_21345,v_bar
two_col_621,h_bar
two_col_22099,h_bar
two_col_82015,v_bar
two_col_41305,h_bar
two_col_42681,h_bar
two_col_23268,line
two_col_61666,h_bar
two_col_3689,h_bar
two_col_5867,v_bar
two_col_22760,v_bar
15937,line
multi_col_1356,v_bar
two_col_1143,v_bar
two_col_40243,v_bar
two_col_60889,v_bar
two_col_1120,v_bar
two_col_102757,v_bar
multi_col_60606,v_bar
two_col_24477,h_bar
two_col_23157,v_bar
two_col_81964,h_bar
two_col_21604,v_bar
two_col_102961,v_bar
two_col_104794,v_bar
two_col_60486,v_bar
multi_col_40462,h_bar
two_col_5991,v_bar
two_col_41839,v_bar
two_col_3781,v_bar
two_col_104058,pie
two_col_82989,v_bar
two_col_60277,v_bar
two_col_83266,h_bar
multi_col_721,line
two_col_63752,v_bar
7425,pie
two_col_101192,v_bar
two_col_63466,v_bar
82958760008919,h_bar
two_col_62468,v_bar
two_col_2136,h_bar
two_col_2218,line
two_col_4537,v_bar
two_col_1996,line
two_col_6122,v_bar
two_col_21820,h_bar
10249312004999,h_bar
multi_col_20288,v_bar
64867755014093,line
two_col_1253,h_bar
two_col_41094,line
two_col_20704,v_bar
two_col_23117,line
two_col_104455,v_bar
multi_col_100223,v_bar
two_col_5419,v_bar
two_col_4995,v_bar
two_col_20513,line
two_col_62115,line
two_col_83069,v_bar
two_col_102909,v_bar
two_col_61316,v_bar
two_col_80809,v_bar
multi_col_1308,v_bar
two_col_42935,line
two_col_6156,line
two_col_63756,line
two_col_101018,v_bar
two_col_43375,v_bar
two_col_41901,v_bar
two_col_4163,v_bar
two_col_23050,v_bar
multi_col_40139,h_bar
multi_col_40010,v_bar
two_col_555,h_bar
03666641001319,h_bar
two_col_42763,v_bar
two_col_1575,v_bar
multi_col_1460,v_bar
two_col_43697,v_bar
two_col_21632,v_bar
two_col_43614,h_bar
two_col_1501,v_bar
two_col_5128,h_bar
OECD_TERTIARY_GRADUATION_RATE_CHL_CRI_LUX_000002,v_bar
two_col_24363,line
two_col_23734,v_bar
two_col_23487,line
two_col_104627,v_bar
two_col_23745,v_bar
two_col_22192,line
two_col_40021,h_bar
multi_col_60630,v_bar
two_col_102687,v_bar
multi_col_1256,h_bar
two_col_2977,v_bar
two_col_2902,line
two_col_21220,v_bar
two_col_103295,h_bar
45065189000796,line
two_col_21506,h_bar
two_col_43618,line
multi_col_60764,v_bar
two_col_1730,v_bar
two_col_80474,v_bar
two_col_20414,v_bar
two_col_42944,pie
9142,h_bar
two_col_63229,h_bar
two_col_6430,v_bar
two_col_41537,v_bar
two_col_100192,h_bar
38172658000065,h_bar
two_col_4285,line
two_col_40203,h_bar
two_col_23757,v_bar
two_col_102845,v_bar
two_col_20615,v_bar
multi_col_40421,v_bar
two_col_101389,v_bar
29853611011457,h_bar
two_col_20293,v_bar
two_col_43856,v_bar
two_col_63142,line
two_col_3378,line
two_col_20185,v_bar
multi_col_40581,v_bar
two_col_103929,v_bar
two_col_21232,v_bar
two_col_21127,h_bar
two_col_100717,v_bar
two_col_4697,v_bar
two_col_104352,v_bar
two_col_22584,line
