image,class,ocr_text
two_col_43571,x_axis_label,2013
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_1299,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_2414,x_axis_label,
two_col_103945,x_axis_label,Jational Geographic
two_col_103945,x_axis_label,-Minute Crafts
two_col_103945,x_axis_label,“he Shade Room
two_col_103945,x_axis_label,tional Geooraphic Traveler
two_col_103945,x_axis_label,arctoo] Sports
two_col_103945,x_axis_label,HoodClins
two_col_103945,x_axis_label,ficial WorldStarHipHop
two_col_103945,x_axis_label,Complex
two_col_103945,x_axis_label,E-news
two_col_103945,x_axis_label,&The Dodo
two_col_101371,x_axis_label,201°
two_col_101371,x_axis_label,2007
two_col_101371,x_axis_label,2006
two_col_101371,x_axis_label,2011
two_col_101371,x_axis_label,NIC
two_col_101371,x_axis_label,2017
two_col_101371,x_axis_label,201€
two_col_101371,x_axis_label,2012
two_col_101371,x_axis_label,200s
two_col_101371,x_axis_label,200°
two_col_101371,x_axis_label,201
two_col_101371,x_axis_label,014
multi_col_100605,x_axis_label,Total chang
multi_col_100605,x_axis_label,Transportation
multi_col_100605,legend_label,Cash contributior
multi_col_100605,x_axis_label,Entertainment
multi_col_100605,x_axis_label,Cash contribution
multi_col_100605,x_axis_label,4ousina
multi_col_100605,x_axis_label,- Apparel and services
multi_col_100605,x_axis_label,Health care
multi_col_100605,x_axis_label,) Personal insurance and pensions
multi_col_100605,x_axis_label,201¢
two_col_296,x_axis_label,195C
two_col_296,x_axis_label,1997
two_col_296,x_axis_label,ore
two_col_296,x_axis_label,1996
two_col_296,x_axis_label,1970
two_col_296,x_axis_label,200¢
two_col_296,x_axis_label,1996
two_col_296,x_axis_label,199°
two_col_296,x_axis_label,2016
two_col_296,x_axis_label,200;
two_col_296,x_axis_label,201°
two_col_296,x_axis_label,2008
two_col_296,x_axis_label,201
two_col_296,x_axis_label,2013
two_col_296,x_axis_label,200:
two_col_296,x_axis_label,2007
two_col_296,x_axis_label,2005
two_col_296,x_axis_label,2006
two_col_296,x_axis_label,1999
two_col_296,x_axis_label,2018
two_col_296,x_axis_label,2002
two_col_296,x_axis_label,2017
two_col_296,x_axis_label,1960
two_col_296,x_axis_label,NIL
two_col_296,x_axis_label,N12
two_col_296,x_axis_label,200:
two_col_296,x_axis_label,1995
two_col_296,x_axis_label,2012
two_col_296,x_axis_label,2002
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_100670,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,of
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,"LQ,"
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4730,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_4374,x_axis_label,
two_col_81772,x_axis_label,ount willing to pay in U.S. doll
two_col_81772,x_axis_label,500
two_col_81772,x_axis_label,‘More than 1.000
two_col_81772,x_axis_label,"would not pay fo
‘genetic testing"
two_col_81772,x_axis_label,100
two_col_81772,x_axis_label,| O00
two_col_81654,x_axis_label,New Balance
two_col_81654,x_axis_label,"Saucon,"
two_col_81654,x_axis_label,lot specifier
two_col_81654,x_axis_label,In preference
two_col_81654,x_axis_label,inka One
two_col_81654,x_axis_label,
two_col_81654,x_axis_label,Brooks
two_col_81654,x_axis_label,
two_col_81654,x_axis_label,Other
two_col_81654,x_axis_label,Mizunc
two_col_81654,x_axis_label,Adida<
two_col_62246,x_axis_label,} 000 000 OOD
two_col_62246,x_axis_label,; 000 000 000
two_col_62246,x_axis_label,> 000 000 ONC
two_col_62246,x_axis_label,5 000 000 000
two_col_62246,x_axis_label,900 000 O08
two_col_62246,x_axis_label,Personal Income tax
two_col_62246,x_axis_label,Property tax
two_col_62246,x_axis_label,Sales and excise tax
two_col_80124,x_axis_label,272:
two_col_80124,x_axis_label,"2026"""
two_col_80124,x_axis_label,2024'
two_col_80124,x_axis_label,2017
two_col_80124,x_axis_label,"2021"""
two_col_80124,x_axis_label,2020
two_col_80124,x_axis_label,27>
two_col_80124,x_axis_label,"2025"""
two_col_80124,x_axis_label,201%
two_col_80124,x_axis_label,2018
two_col_80124,x_axis_label,N15
two_col_24456,x_axis_label,2020
two_col_24456,x_axis_label,2018
two_col_24456,x_axis_label,2017
two_col_24456,x_axis_label,201°
two_col_24456,x_axis_label,N16
two_col_24456,x_axis_label,201¢
multi_col_1334,legend_label,n occasional air travele
multi_col_1334,x_axis_label,African American
multi_col_1334,legend_label,Never flow
multi_col_1334,legend_label,A frequent air travele:
multi_col_1334,x_axis_label,Caucasian
multi_col_1334,x_axis_label,Hispanic
two_col_82724,x_axis_label,"Incarceration, lost work (dynamic)"
two_col_82724,x_axis_label,"gal and judicial, government costs"
two_col_82724,x_axis_label,Assault. medical costs (static
two_col_82724,x_axis_label,lice. wages (static
multi_col_100285,legend_label,654+
multi_col_100285,legend_label,0-14
multi_col_100285,legend_label,15-6:
multi_col_100285,x_axis_label,2014
multi_col_100285,x_axis_label,200¢
multi_col_100285,x_axis_label,2012
multi_col_100285,x_axis_label,201:
multi_col_100285,x_axis_label,2O1C¢
multi_col_100285,x_axis_label,2017
multi_col_100285,x_axis_label,201°
multi_col_100285,x_axis_label,2010
multi_col_100285,x_axis_label,2018
multi_col_100285,x_axis_label,201
multi_col_100285,x_axis_label,2011
42306777011359,x_axis_label,
42306777011359,legend_label,Tayec
42306777011359,legend_label,Personal Income taxes
42306777011359,x_axis_label,1986
42306777011359,x_axis_label,
42306777011359,x_axis_label,
42306777011359,x_axis_label,
42306777011359,x_axis_label,1999
two_col_24262,x_axis_label,video az
two_col_24262,x_axis_label,apidgator.net
two_col_24262,x_axis_label,inblocksites co
two_col_24262,x_axis_label,rhomikui pl
two_col_24262,x_axis_label,nangapark.me
two_col_24262,x_axis_label,I\chared com
two_col_24262,x_axis_label,
two_col_24262,x_axis_label,inloaded net
two_col_24262,x_axis_label,np 3toys.xyz
two_col_24262,x_axis_label,
two_col_1542,x_axis_label,201 9%
two_col_1542,x_axis_label,"2020"""
two_col_1542,x_axis_label,2018
two_col_1542,x_axis_label,2017*
two_col_1542,x_axis_label,N15
two_col_1542,x_axis_label,2016
two_col_1542,x_axis_label,N14
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_40938,x_axis_label,
two_col_61441,x_axis_label,2011
two_col_61441,x_axis_label,whe
two_col_61441,x_axis_label,2018
two_col_61441,x_axis_label,2020
two_col_61441,x_axis_label,2013
two_col_61441,x_axis_label,2010
two_col_61441,x_axis_label,2015
two_col_61441,x_axis_label,NIC
two_col_61441,x_axis_label,2017
two_col_61441,x_axis_label,2012
two_col_61441,x_axis_label,014
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_60680,x_axis_label,
two_col_100575,x_axis_label,Tanzaniz
two_col_100575,x_axis_label,Ivory Coast
two_col_100575,x_axis_label,Kenva
two_col_100575,x_axis_label,Jombiz
two_col_100575,x_axis_label,
two_col_100575,x_axis_label,Ethiopic
two_col_100575,x_axis_label,ba
two_col_100575,x_axis_label,Woande
two_col_100575,x_axis_label,India
two_col_100575,x_axis_label,Mevicon
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_60368,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_21870,x_axis_label,
two_col_20288,x_axis_label,Spain
two_col_20288,x_axis_label,crance
two_col_20288,x_axis_label,Inited Kinadom
two_col_20288,x_axis_label,
two_col_20288,x_axis_label,letherland<
two_col_20288,x_axis_label,Turkey
two_col_20288,x_axis_label,‘Avetriz
two_col_20288,x_axis_label,Slovenia
two_col_20288,x_axis_label,Poland
two_col_20288,x_axis_label,Pomanicz
two_col_20288,x_axis_label,Italy
two_col_20288,x_axis_label,Hungary
two_col_20288,x_axis_label,
two_col_20288,x_axis_label,
two_col_20288,x_axis_label,ithuaniz
two_col_101699,x_axis_label,0?)
two_col_101699,x_axis_label,N18
two_col_101699,x_axis_label,2016
two_col_101699,x_axis_label,201°
two_col_101699,x_axis_label,2017
two_col_101699,x_axis_label,2N?70
two_col_62009,x_axis_label,2015
two_col_62009,x_axis_label,N1¢F
two_col_62009,x_axis_label,2014
two_col_62009,x_axis_label,201
two_col_62009,x_axis_label,2020
two_col_62009,x_axis_label,2013
two_col_62009,x_axis_label,201¢
two_col_62009,x_axis_label,2015
multi_col_80143,x_axis_label,
multi_col_80143,x_axis_label,Rd A
multi_col_80143,x_axis_label,Inited Arab Emirates
