filename,type
two_col_43992,line
multi_col_100872,v_bar
two_col_102585,v_bar
two_col_6423,v_bar
multi_col_622,v_bar
two_col_2933,v_bar
multi_col_100521,v_bar
multi_col_80446,v_bar
two_col_3621,v_bar
multi_col_60612,v_bar
two_col_41556,v_bar
two_col_2899,v_bar
two_col_796,v_bar
two_col_82598,v_bar
10849,pie
two_col_60821,v_bar
10799,h_bar
two_col_61733,v_bar
two_col_81567,h_bar
two_col_1866,h_bar
multi_col_60868,v_bar
two_col_40594,h_bar
multi_col_1412,v_bar
two_col_26,h_bar
two_col_101080,v_bar
two_col_23110,v_bar
two_col_5126,v_bar
two_col_42403,h_bar
multi_col_1042,h_bar
two_col_2319,v_bar
two_col_104282,h_bar
two_col_103547,v_bar
multi_col_101019,v_bar
two_col_60122,h_bar
two_col_43642,v_bar
two_col_42950,v_bar
two_col_22351,h_bar
multi_col_60491,v_bar
two_col_20696,v_bar
two_col_1165,h_bar
multi_col_100258,v_bar
two_col_3158,v_bar
two_col_41385,v_bar
two_col_21984,v_bar
multi_col_40924,v_bar
multi_col_20325,h_bar
two_col_60572,line
two_col_81834,v_bar
87521083008215,line
two_col_4737,line
two_col_22701,v_bar
two_col_43212,v_bar
two_col_102356,h_bar
two_col_515,h_bar
multi_col_20775,v_bar
two_col_102643,v_bar
multi_col_20260,h_bar
multi_col_40861,line
two_col_60067,v_bar
two_col_80233,v_bar
two_col_43707,v_bar
two_col_22214,v_bar
two_col_100384,v_bar
two_col_40828,v_bar
multi_col_80780,v_bar
two_col_40982,v_bar
multi_col_20630,line
two_col_80663,v_bar
two_col_4672,h_bar
5964,h_bar
two_col_23956,v_bar
OECD_TEACHING_STAFF_BRA_DEU_SVK_USA_000001,v_bar
2608,h_bar
two_col_62959,h_bar
two_col_60964,v_bar
multi_col_40498,h_bar
two_col_81422,v_bar
two_col_42116,v_bar
OECD_NURSING_GRADUATES_CHE_ITA_000102,line
two_col_21438,h_bar
two_col_5433,line
two_col_23405,h_bar
two_col_21592,v_bar
two_col_61226,h_bar
two_col_21068,h_bar
multi_col_60887,v_bar
two_col_1889,line
two_col_42546,h_bar
two_col_42268,v_bar
two_col_20854,v_bar
two_col_22869,h_bar
two_col_40255,v_bar
two_col_2088,line
two_col_21746,v_bar
multi_col_48,v_bar
two_col_61508,line
two_col_2572,h_bar
two_col_23281,v_bar
two_col_101311,h_bar
two_col_42792,v_bar
two_col_103286,h_bar
72228523000609,line
two_col_40605,v_bar
14918,pie
two_col_61158,v_bar
two_col_2122,line
two_col_101741,v_bar
two_col_24114,v_bar
18610915000925,h_bar
two_col_3363,v_bar
multi_col_80104,v_bar
two_col_100500,v_bar
two_col_22490,v_bar
two_col_43183,v_bar
two_col_102497,h_bar
two_col_20507,v_bar
two_col_43029,line
two_col_60749,h_bar
two_col_62774,v_bar
two_col_82520,h_bar
multi_col_100433,h_bar
multi_col_80554,h_bar
two_col_3733,v_bar
two_col_100150,v_bar
multi_col_80041,v_bar
multi_col_60215,v_bar
two_col_100445,h_bar
two_col_102478,h_bar
multi_col_100126,v_bar
multi_col_225,v_bar
two_col_41501,v_bar
6020,h_bar
two_col_4019,h_bar
two_col_102182,line
two_col_43496,v_bar
two_col_20442,h_bar
two_col_82465,v_bar
two_col_391,h_bar
multi_col_40359,h_bar
multi_col_1296,v_bar
two_col_40310,v_bar
two_col_21603,v_bar
two_col_103793,v_bar
two_col_5608,v_bar
two_col_82936,v_bar
two_col_63470,v_bar
multi_col_40709,line
two_col_100916,v_bar
two_col_22886,v_bar
two_col_23794,h_bar
2063,pie
two_col_5258,v_bar
two_col_41852,h_bar
two_col_81249,h_bar
two_col_63020,v_bar
two_col_41782,v_bar
multi_col_80738,v_bar
08152707004883,h_bar
two_col_542,h_bar
multi_col_20722,v_bar
two_col_60525,v_bar
two_col_81863,line
two_col_22756,v_bar
two_col_4760,v_bar
two_col_43245,line
two_col_5872,v_bar
multi_col_80368,v_bar
two_col_102751,v_bar
two_col_1132,h_bar
two_col_103843,v_bar
multi_col_20372,h_bar
multi_col_40973,line
two_col_112,h_bar
two_col_43615,v_bar
multi_col_80692,line
two_col_42907,v_bar
two_col_4330,v_bar
two_col_40193,v_bar
two_col_21480,h_bar
two_col_103510,v_bar
18254,pie
9855,h_bar
two_col_81160,pie
two_col_63309,v_bar
two_col_5171,h_bar
two_col_23147,v_bar
two_col_40469,h_bar
two_col_103140,v_bar
two_col_1831,v_bar
two_col_811,h_bar
two_col_71,h_bar
multi_col_40070,v_bar
two_col_81530,h_bar
two_col_61764,v_bar
multi_col_21099,v_bar
two_col_63759,h_bar
07019431002523,line
65269301017204,line
two_col_23517,v_bar
two_col_23002,h_bar
two_col_101192,v_bar
two_col_5034,v_bar
two_col_42511,v_bar
two_col_104390,v_bar
OECD_INFLUENZA_VACCINATION_RATES_CHL_ESP_HUN_MEX_SWE_000057,line
two_col_103455,v_bar
multi_col_21076,line
two_col_42141,h_bar
two_col_24397,h_bar
two_col_5464,v_bar
two_col_101038,v_bar
two_col_1974,v_bar
two_col_3949,h_bar
two_col_60460,h_bar
two_col_80634,v_bar
two_col_81926,v_bar
04769019006554,line
two_col_4625,v_bar
two_col_100783,v_bar
two_col_22613,line
multi_col_80387,v_bar
two_col_43300,v_bar
two_col_100279,h_bar
11130,pie
two_col_407,h_bar
two_col_80264,h_bar
two_col_43750,v_bar
two_col_42842,v_bar
two_col_4275,v_bar
two_col_22243,h_bar
two_col_6248,h_bar
two_col_20784,v_bar
two_col_1077,h_bar
two_col_100629,v_bar
multi_col_40836,v_bar
14298,pie
1264,h_bar
two_col_20593,v_bar
two_col_102403,v_bar
two_col_4598,v_bar
two_col_80589,line
two_col_60227,v_bar
two_col_4062,v_bar
two_col_104884,h_bar
two_col_1630,v_bar
multi_col_20470,v_bar
two_col_61965,h_bar
two_col_4432,v_bar
two_col_20439,v_bar
two_col_22404,line
two_col_100594,v_bar
two_col_5389,v_bar
two_col_103212,v_bar
two_col_21382,h_bar
42351550020333,h_bar
two_col_4961,line
multi_col_40772,v_bar
multi_col_20889,v_bar
two_col_23215,h_bar
two_col_43814,v_bar
two_col_5223,h_bar
two_col_81727,v_bar
two_col_22812,v_bar
two_col_100982,v_bar
two_col_42213,v_bar
two_col_2509,v_bar
two_col_61089,pie
two_col_61123,v_bar
two_col_81377,v_bar
two_col_5366,line
two_col_23350,v_bar
two_col_104538,v_bar
two_col_100828,v_bar
multi_col_1202,v_bar
two_col_20985,h_bar
two_col_43402,v_bar
two_col_4127,h_bar
two_col_3318,v_bar
multi_col_20165,line
two_col_60698,v_bar
two_col_305,v_bar
two_col_60732,v_bar
two_col_61820,h_bar
two_col_102116,v_bar
two_col_1775,v_bar
two_col_755,v_bar
two_col_23079,h_bar
two_col_104611,v_bar
two_col_3898,h_bar
two_col_885,h_bar
two_col_83063,h_bar
two_col_2270,v_bar
two_col_101413,v_bar
two_col_40107,v_bar
two_col_103584,v_bar
two_col_21414,v_bar
two_col_23429,v_bar
86398352001580,h_bar
two_col_62975,v_bar
two_col_60948,h_bar
two_col_63667,pie
two_col_2620,v_bar
two_col_101043,v_bar
multi_col_60901,v_bar
two_col_22668,h_bar
two_col_41346,v_bar
9592,h_bar
two_col_43681,v_bar
two_col_3461,line
multi_col_60452,h_bar
two_col_100202,v_bar
two_col_6399,v_bar
multi_col_100761,v_bar
two_col_42993,h_bar
two_col_6233,v_bar
two_col_22238,line
two_col_20205,v_bar
two_col_3031,v_bar
multi_col_60002,h_bar
two_col_100652,v_bar
two_col_101940,v_bar
two_col_539,h_bar
multi_col_20759,v_bar
multi_col_100624,v_bar
two_col_1519,v_bar
two_col_100347,v_bar
two_col_21802,v_bar
two_col_5809,v_bar
two_col_62563,v_bar
two_col_81818,line
two_col_169,h_bar
two_col_1149,v_bar
two_col_100717,v_bar
two_col_101805,line
two_col_43394,v_bar
two_col_41653,h_bar
two_col_20340,line
two_col_493,h_bar
two_col_82367,v_bar
multi_col_21148,v_bar
two_col_24303,v_bar
two_col_103091,h_bar
two_col_2765,line
two_col_101106,v_bar
two_col_23096,v_bar
multi_col_60844,v_bar
two_col_40042,h_bar
two_col_62830,v_bar
two_col_63722,v_bar
two_col_83576,v_bar
two_col_83258,v_bar
two_col_23242,h_bar
66032284002450,h_bar
two_col_42751,h_bar
two_col_40296,h_bar
two_col_102907,v_bar
two_col_20897,line
two_col_21785,v_bar
two_col_103615,v_bar
two_col_101628,pie
two_col_61461,v_bar
two_col_42301,v_bar
two_col_5624,pie
two_col_101782,v_bar
two_col_103245,v_bar
two_col_104580,h_bar
two_col_101278,h_bar
48429261004482,h_bar
10131,h_bar
two_col_82449,v_bar
two_col_80474,v_bar
two_col_60620,v_bar
two_col_61932,v_bar
two_col_22453,v_bar
multi_col_60393,v_bar
two_col_41487,v_bar
two_col_100039,v_bar
two_col_102004,h_bar
07419347008473,h_bar
two_col_60270,line
two_col_80024,v_bar
two_col_43510,v_bar
two_col_6008,v_bar
two_col_22003,v_bar
two_col_100469,v_bar
two_col_102454,v_bar
multi_col_20077,v_bar
10832,h_bar
two_col_61898,v_bar
two_col_217,h_bar
two_col_1722,v_bar
11235,pie
two_col_62758,v_bar
two_col_61877,v_bar
two_col_100486,v_bar
two_col_22516,h_bar
two_col_41038,v_bar
two_col_102511,v_bar
two_col_1372,v_bar
multi_col_80128,v_bar
two_col_41192,v_bar
two_col_352,v_bar
two_col_60335,v_bar
two_col_43455,v_bar
two_col_4170,v_bar
6149,line
two_col_102842,v_bar
77880840010267,h_bar
two_col_63149,v_bar
two_col_81320,h_bar
16909,pie
multi_col_80981,v_bar
two_col_40629,v_bar
two_col_21290,h_bar
two_col_24568,v_bar
two_col_40783,h_bar
two_col_80862,h_bar
multi_col_64,v_bar
two_col_63519,v_bar
two_col_61524,v_bar
two_col_81770,h_bar
4877,line
two_col_4873,v_bar
two_col_40279,v_bar
two_col_23757,v_bar
OECD_RADIOTHERAPY_EQUIPMENT_CHE_CRI_CZE_ISL_SVN_000064,line
two_col_102638,v_bar
multi_col_80201,v_bar
two_col_22795,v_bar
7888,h_bar
two_col_23887,h_bar
two_col_101917,v_bar
two_col_43286,v_bar
two_col_41741,v_bar
two_col_4259,h_bar
two_col_40853,line
two_col_581,v_bar
two_col_82275,v_bar
two_col_102268,v_bar
multi_col_100736,v_bar
two_col_100255,h_bar
two_col_4609,h_bar
two_col_20602,v_bar
two_col_103880,v_bar
two_col_80618,v_bar
two_col_62471,v_bar
two_col_2677,v_bar
two_col_23184,line
two_col_24641,line
two_col_1958,v_bar
two_col_42497,v_bar
multi_col_60956,v_bar
two_col_5448,h_bar
two_col_62922,v_bar
two_col_63630,h_bar
74071995008059,h_bar
two_col_83464,h_bar
multi_col_40549,v_bar
multi_col_101127,v_bar
two_col_21013,v_bar
two_col_5018,line
multi_col_1486,v_bar
two_col_63260,v_bar
multi_col_1193,h_bar
two_col_40015,h_bar
two_col_21506,h_bar
multi_col_823,v_bar
two_col_62867,v_bar
two_col_61748,h_bar
two_col_83521,v_bar
two_col_63775,h_bar
multi_col_60813,v_bar
multi_col_1469,line
two_col_21156,v_bar
two_col_42478,v_bar
two_col_997,v_bar
two_col_83171,line
multi_col_101062,v_bar
two_col_24354,h_bar
multi_col_120,h_bar
two_col_40916,v_bar
two_col_102287,v_bar
two_col_20317,v_bar
two_col_62164,line
multi_col_80344,v_bar
two_col_100740,h_bar
05968808020876,line
multi_col_100223,v_bar
two_col_101852,v_bar
6775,h_bar
two_col_20747,v_bar
two_col_43269,h_bar
two_col_62534,v_bar
two_col_60509,v_bar
two_col_43793,v_bar
two_col_3573,line
two_col_100310,v_bar
two_col_22280,v_bar
multi_col_100673,v_bar
two_col_201,h_bar
multi_col_20061,v_bar
two_col_1221,v_bar
two_col_100185,v_bar
two_col_22015,v_bar
two_col_4023,v_bar
two_col_20028,v_bar
multi_col_20431,v_bar
two_col_80198,h_bar
02277204000146,line
two_col_651,h_bar
two_col_102012,v_bar
two_col_20182,v_bar
two_col_4189,line
two_col_41491,v_bar
two_col_43156,h_bar
29537859004102,h_bar
two_col_22445,v_bar
two_col_61924,h_bar
multi_col_20962,v_bar
10127,h_bar
multi_col_80978,v_bar
two_col_103253,h_bar
two_col_101794,h_bar
two_col_100886,v_bar
4924,pie
two_col_4920,h_bar
two_col_81623,h_bar
multi_col_40699,v_bar
two_col_80931,h_bar
two_col_81789,h_bar
OECD_MATERIAL_PRODUCTIVITY_CHE_ERI_TGO_000070,line
two_col_103603,line
09384260005663,line
two_col_40280,v_bar
two_col_21269,line
two_col_41868,v_bar
two_col_61027,line
two_col_104129,pie
OECD_AIR_POLLUTION_EFFECTS_BRN_DNK_SLV_TTO_UKR_000022,v_bar
two_col_5777,v_bar
two_col_4865,v_bar
two_col_22853,v_bar
two_col_61532,v_bar
10598,h_bar
multi_col_40226,v_bar
41030159003692,line
multi_col_20827,line
two_col_40795,v_bar
two_col_41887,v_bar
two_col_21286,v_bar
multi_col_80997,h_bar
two_col_101281,v_bar
two_col_104579,h_bar
two_col_43910,v_bar
14922,pie
two_col_61162,v_bar
10432,line
two_col_2118,v_bar
two_col_103746,h_bar
multi_col_1243,h_bar
two_col_4166,v_bar
two_col_43443,v_bar
two_col_344,h_bar
multi_col_20124,h_bar
two_col_41184,h_bar
two_col_20497,v_bar
two_col_3359,v_bar
23725951001976,h_bar
two_col_4536,v_bar
two_col_22500,v_bar
two_col_60289,v_bar
multi_col_100409,v_bar
two_col_1734,v_bar
two_col_3709,v_bar
multi_col_1490,v_bar
two_col_23038,v_bar
two_col_21005,v_bar
two_col_2231,h_bar
two_col_101452,v_bar
two_col_104200,v_bar
two_col_21455,v_bar
16902888001203,h_bar
two_col_40146,h_bar
two_col_23192,v_bar
two_col_101002,v_bar
two_col_41307,v_bar
two_col_21906,v_bar
two_col_22629,line
1419,h_bar
multi_col_60413,h_bar
two_col_82263,v_bar
two_col_62037,v_bar
two_col_597,h_bar
two_col_42878,line
two_col_20244,v_bar
two_col_22279,v_bar
two_col_6272,v_bar
01503134001823,line
two_col_41757,v_bar
two_col_23891,v_bar
two_col_43290,v_bar
two_col_3070,v_bar
multi_col_80217,v_bar
two_col_100306,v_bar
two_col_22296,v_bar
two_col_42897,v_bar
two_col_578,v_bar
two_col_62522,h_bar
two_col_5848,v_bar
two_col_21843,v_bar
two_col_41242,v_bar
two_col_20751,h_bar
two_col_101844,v_bar
multi_col_80352,v_bar
multi_col_60106,v_bar
two_col_100756,v_bar
multi_col_100235,v_bar
two_col_1108,h_bar
two_col_62172,v_bar
two_col_40900,v_bar
two_col_102291,v_bar
multi_col_136,v_bar
7488,h_bar
two_col_23487,line
two_col_101517,v_bar
two_col_42194,v_bar
multi_col_21109,v_bar
two_col_981,h_bar
two_col_83167,pie
two_col_40453,line
two_col_21140,h_bar
two_col_104715,v_bar
two_col_3836,v_bar
two_col_63763,h_bar
two_col_21510,v_bar
two_col_42710,v_bar
two_col_23203,v_bar
two_col_5235,h_bar
two_col_81224,pie
multi_col_40764,v_bar
two_col_101669,line
two_col_102946,v_bar
two_col_5665,v_bar
two_col_42340,v_bar
two_col_4977,v_bar
two_col_61420,v_bar
two_col_80966,v_bar
two_col_40687,h_bar
two_col_101239,h_bar
two_col_103204,v_bar
72240162017763,line
two_col_4424,v_bar
two_col_100582,h_bar
multi_col_80186,v_bar
two_col_60661,h_bar
two_col_80435,v_bar
two_col_82408,v_bar
two_col_102045,v_bar
two_col_1626,h_bar
two_col_104892,v_bar
two_col_4074,v_bar
two_col_22042,h_bar
two_col_6049,v_bar
multi_col_60782,v_bar
two_col_256,h_bar
two_col_41096,line
two_col_20585,v_bar
two_col_100428,v_bar
07339205003514,line
two_col_41583,v_bar
two_col_43044,v_bar
two_col_22557,h_bar
two_col_1299,line
two_col_61836,h_bar
two_col_62719,h_bar
two_col_80570,h_bar
multi_col_20173,v_bar
64930712000708,h_bar
two_col_22107,h_bar
two_col_100097,v_bar
two_col_43414,h_bar
two_col_41429,v_bar
12458,line
two_col_80989,v_bar
two_col_103711,v_bar
two_col_21681,v_bar
two_col_40392,v_bar
two_col_4998,line
two_col_42655,v_bar
two_col_24483,v_bar
two_col_5370,line
two_col_23346,v_bar
two_col_81361,h_bar
two_col_104484,h_bar
78151143005492,h_bar
two_col_5720,h_bar
two_col_101686,v_bar
two_col_23716,v_bar
two_col_22804,v_bar
two_col_40238,v_bar
two_col_42205,v_bar
two_col_4832,h_bar
two_col_81731,v_bar
two_col_61565,v_bar
two_col_3027,v_bar
multi_col_60014,v_bar
two_col_100644,v_bar
two_col_102679,h_bar
two_col_62060,v_bar
two_col_82234,v_bar
two_col_4218,v_bar
two_col_20213,v_bar
two_col_22384,h_bar
two_col_100214,v_bar
two_col_42985,v_bar
two_col_43697,v_bar
OECD_FDI_STOCKS_CAN_CHE_ISL_USA_000006,v_bar
two_col_190,h_bar
two_col_80659,v_bar
7963,line
two_col_41350,h_bar
two_col_20643,v_bar
two_col_4648,h_bar
multi_col_60917,v_bar
two_col_24600,v_bar
two_col_2636,h_bar
two_col_101055,v_bar
two_col_81418,v_bar
two_col_83425,h_bar
two_col_62963,v_bar
two_col_103592,v_bar
two_col_5409,v_bar
multi_col_927,v_bar
multi_col_1097,v_bar
two_col_103438,v_bar
two_col_24250,v_bar
two_col_2266,h_bar
two_col_23595,line
OECD_TERTIARY_GRADUATES_BY_FIELD_BEL_CAN_COL_SWE_USA_000010,line
two_col_81048,h_bar
two_col_63221,v_bar
two_col_83075,v_bar
two_col_40541,v_bar
two_col_21052,pie
two_col_104607,v_bar
two_col_83560,v_bar
two_col_61709,v_bar
two_col_62826,v_bar
multi_col_862,v_bar
two_col_2289,v_bar
two_col_21547,line
two_col_42069,v_bar
two_col_42593,v_bar
two_col_3861,v_bar
multi_col_60852,v_bar
multi_col_1428,h_bar
two_col_23080,v_bar
two_col_83130,v_bar
two_col_63364,v_bar
two_col_61359,v_bar
two_col_40404,h_bar
two_col_101540,h_bar
multi_col_1078,v_bar
two_col_60118,v_bar
two_col_62125,v_bar
two_col_485,h_bar
4359,pie
two_col_3498,v_bar
two_col_40957,v_bar
6364,pie
multi_col_161,h_bar
two_col_43678,v_bar
two_col_101813,h_bar
multi_col_100262,h_bar
multi_col_60151,v_bar
multi_col_80305,h_bar
two_col_22691,v_bar
two_col_100701,line
29435929004257,h_bar
two_col_82721,line
two_col_23829,h_bar
two_col_103984,v_bar
two_col_21814,v_bar
two_col_102696,v_bar
multi_col_60501,v_bar
two_col_4280,h_bar
two_col_1578,v_bar
multi_col_100645,v_bar
two_col_3545,v_bar
multi_col_60576,v_bar
multi_col_80722,v_bar
two_col_100326,line
two_col_41798,v_bar
multi_col_20738,v_bar
two_col_558,h_bar
two_col_21863,v_bar
two_col_1082,h_bar
two_col_20771,h_bar
two_col_101864,h_bar
multi_col_100215,v_bar
multi_col_80372,v_bar
two_col_3115,v_bar
two_col_100776,v_bar
two_col_108,line
two_col_60495,h_bar
multi_col_20692,v_bar
two_col_40920,h_bar
two_col_41632,h_bar
two_col_2354,h_bar
two_col_24362,v_bar
multi_col_101054,v_bar
two_col_1981,v_bar
two_col_40473,line
two_col_21160,line
two_col_3816,v_bar
88449457009234,h_bar
multi_col_60825,v_bar
two_col_101167,h_bar
two_col_61284,v_bar
two_col_83517,h_bar
multi_col_815,line
two_col_40023,line
two_col_63256,v_bar
two_col_40536,line
two_col_21025,v_bar
two_col_101188,v_bar
two_col_23018,h_bar
7017,h_bar
OECD_MULTIFACTOR_PRODUCTIVITY_DNK_NLD_000030,line
two_col_24227,v_bar
multi_col_101111,line
two_col_2211,h_bar
OECD_MAMMOGRAPHY_MACHINES_ESP_FIN_FRA_000002,v_bar
two_col_61791,h_bar
two_col_60883,v_bar
